n,n_2,Mass,Length,Energy
9,81,4.328732308155418e-30,9.049821505910266e-09,1.3932332316289924e-21
47,2209,2.4252396523859945e-29,4.2017275916263044e-09,6.0243401366596156e-21
33,1089,1.8181223911829885e-30,2.4952088179091528e-09,1.599923079404834e-19
1,1,3.8914805235418174e-28,5.978002397564654e-09,3.9463449196539806e-24
69,4761,1.8964447464746034e-29,8.33598089774937e-09,2.8735419866343992e-21
80,6400,2.1049427988727343e-28,8.627026975745899e-09,2.802524695818038e-22
36,1296,2.5826181118082453e-29,3.32215052585193e-09,6.931476697763504e-21
21,441,5.6880384584043244e-30,1.7092989806619847e-10,6.934941073681632e-18
50,2500,2.875924801225585e-28,7.709043919539337e-09,1.6055118313169902e-22
65,4225,3.946901450584572e-27,6.456991758670645e-10,2.167797352746809e-21
35,1225,5.398343324984816e-30,4.785501191790706e-09,1.5537271593441206e-20
45,2025,4.481692301713513e-29,4.032911869441899e-09,3.3880911570587783e-21
92,8464,5.167419710234151e-28,3.178906924979463e-09,9.668977218234705e-22
11,121,1.2541173709405282e-30,4.123260998630373e-09,2.831358886264639e-20
79,6241,1.1494787582737366e-29,8.771201145835951e-09,4.9026407627474e-21
7,49,2.161367670899791e-30,4.466206924161907e-09,8.910740160107557e-21
5,25,2.4265450693131366e-28,5.560819757311136e-09,3.6570094035547566e-23
29,841,3.286868716652318e-30,4.615295972081822e-09,2.2732049758252037e-20
7,49,1.2342092704043294e-30,9.337435445021301e-09,3.5700646690225175e-21
77,5929,3.745711683159926e-29,1.994416531113102e-09,2.836264446437194e-20
16,256,1.720648795598388e-30,5.0381525828803185e-09,2.0105143968881773e-20
61,3721,1.0172658514980265e-29,3.428268275833983e-09,2.80006324705628e-20
40,1600,8.481814297977814e-28,1.6080710894963654e-09,1.0008818533663544e-21
41,1681,4.5981226725033985e-27,5.7669422966768725e-09,1.471411558162828e-23
17,289,6.87882788112985e-28,5.463247667306759e-10,4.544172115724381e-21
80,6400,5.109918243470842e-28,6.026837777796412e-09,2.3654790358282416e-22
24,576,2.4640620539402375e-27,8.304788610120867e-09,7.750406976286363e-24
23,529,9.785824185587276e-30,7.613921162176514e-09,2.2250293690187086e-21
46,2116,2.5062808948542358e-30,7.507368568977328e-09,1.7872062909135493e-20
94,8836,2.3109998912558317e-30,6.187380462655084e-09,5.830910254813214e-20
14,196,1.7527340643813823e-27,5.148675127137645e-09,1.6536481198762693e-23
32,1024,1.028747723638302e-27,5.770677672856095e-09,5.1263650467575356e-23
83,6889,6.632676033107501e-29,5.989490023348234e-09,1.914395600041876e-21
97,9409,6.930129632712908e-27,9.277230581674028e-10,8.925154562619434e-22
12,144,3.402465781392444e-29,5.2311869204966495e-09,7.07308821722616e-22
77,5929,1.229817422749535e-27,7.890172228649877e-09,5.519493030168967e-23
3,9,7.020463228645038e-30,9.408314727601057e-09,2.6494387480118415e-22
91,8281,1.8316755781929313e-28,1.5586024959586964e-09,1.1223909969783272e-20
13,169,1.3757677734788414e-29,3.460733706838221e-09,4.329960417059003e-21
8,64,9.173737313033085e-30,1.0460963492120933e-10,4.373432076134598e-18
92,8464,1.0473964749860334e-30,9.948800546179465e-09,4.870318270499733e-20
80,6400,3.0800247568027205e-30,5.389997187899527e-09,4.9066013539729936e-20
25,625,1.1269399930630827e-30,3.800399511102298e-09,8.429518768377336e-20
57,3249,6.121429313788576e-29,8.891566225689677e-09,6.463794691900883e-22
70,4900,5.555288601324337e-27,9.498048338313685e-09,7.665574964105863e-24
37,1369,3.3313734915054395e-27,4.033876968424716e-09,3.7458913265920015e-23
71,5041,1.4756611563900897e-27,7.54430616512626e-09,4.639328933236121e-23
27,729,2.1595115756878572e-29,1.3215209264878616e-10,3.9290016427785966e-18
13,169,2.168583566894694e-28,8.635694333524648e-09,4.411585881586601e-23
56,3136,1.3634461583485607e-27,1.0225115374311462e-09,2.1559350456228575e-21
100,10000,9.207351500365874e-29,9.442173980183623e-09,6.685645609340212e-22
55,3025,8.120428101910017e-29,1.268449050194153e-10,2.310254265134043e-18
37,1369,3.222065135307978e-28,8.534042066464783e-09,8.653263364329149e-23
65,4225,2.9892260519021202e-30,1.6219163655292845e-09,4.536487912111118e-19
100,10000,8.530185784379989e-27,6.34539362843702e-09,1.5978884055643254e-23
55,3025,1.4889465168421746e-27,5.4478231286085875e-09,6.830612758275542e-23
92,8464,6.199948263024448e-27,7.522256485004943e-09,1.439214609802805e-23
20,400,6.530850362809677e-30,1.7096468649634053e-09,5.750021994398034e-20
67,4489,3.5860995124753863e-28,8.944667115873108e-09,1.2815813319318678e-22
93,8649,1.2704467956906097e-28,3.7122952266295775e-10,2.9151675725909936e-19
83,6889,7.075742493801771e-30,5.156538937360371e-09,2.421093389669341e-20
48,2304,3.713790730085195e-29,4.711082784270449e-09,3.1959826259505304e-21
97,9409,2.2622483594743566e-27,9.041069152963687e-09,2.87881622730949e-23
100,10000,1.275202697082414e-27,9.546437030845327e-09,4.722372321547516e-23
67,4489,6.0482739450214495e-27,4.086202303788191e-09,3.641042032268501e-23
2,4,3.896123211188279e-28,3.038274819012259e-09,3.051864704041711e-23
53,2809,1.379288125581814e-27,1.592985225420998e-09,8.310352554072414e-22
84,7056,6.918437427519183e-29,3.789579630689875e-09,4.639928260382753e-21
30,900,6.267114844298986e-27,9.02378178498812e-09,3.2262536157995033e-24
71,5041,1.7820041025488477e-29,5.547408815771705e-09,7.105446541729599e-21
57,3249,1.1136832935268527e-29,4.160153660202864e-09,1.6229923714696478e-20
99,9801,1.5628338202834453e-29,6.661969995015245e-09,7.833198297745044e-21
98,9604,9.092601850373809e-30,2.119032501367816e-10,1.3173001378909531e-17
73,5329,2.068425289169725e-28,6.745941693757311e-09,4.256179412449695e-22
11,121,4.9950619568068275e-29,7.5131934922736e-09,2.141039749646806e-22
24,576,5.096212563774598e-27,8.476900440110592e-09,3.5967612813951e-24
68,4624,1.1325178104282518e-30,7.761358760059847e-09,5.470290958914166e-20
49,2401,1.7077843558447847e-27,3.1150274089525325e-09,1.6227864633278256e-22
65,4225,2.2921883129015793e-27,9.558646388621531e-10,1.7033046941784713e-21
98,9604,1.3477997199631235e-28,6.557327573700391e-10,9.280449816683499e-20
4,16,2.62758989978683e-29,7.52141531183222e-09,1.4768124319170257e-22
10,100,3.749188554370853e-28,8.89221595806472e-09,1.8512487842284819e-23
77,5929,3.2442136912951314e-28,2.514093105513858e-09,2.060822703153244e-21
40,1600,5.460454741290347e-27,7.802936748708684e-09,6.602935856279983e-24
28,784,1.398506501912867e-29,7.346737583377553e-09,2.0357599123401597e-21
28,784,2.609622675056951e-30,1.9070331024361436e-09,1.61914566955452e-19
52,2704,2.311613397357975e-27,3.5367614718166936e-09,9.86957998317207e-23
37,1369,8.999961625978765e-30,5.742183494098461e-09,6.842723718861398e-21
19,361,2.9159193996646087e-28,8.757000740699919e-09,4.6632573635123136e-23
71,5041,1.152961373253243e-29,6.027822739367401e-09,9.301322824880009e-21
16,256,1.372096266698846e-29,3.6998909085048975e-10,4.674978670338217e-19
90,8100,1.3457786618288643e-29,7.4152754816232925e-09,6.674770892751274e-21
49,2401,9.781440220097387e-28,9.620273738798128e-09,2.970574764103401e-23
91,8281,8.864700919398209e-28,6.7161655138701945e-09,1.2489831967366969e-22
93,8649,3.091307039085288e-27,3.377723987044879e-09,1.4471533742740094e-22
97,9409,3.283234885287724e-28,9.85582987319215e-10,1.669188776679049e-20
90,8100,1.724771170868586e-28,2.5815456672861705e-09,4.297080332156259e-21
50,2500,8.492090046239728e-27,5.049358347284504e-09,1.2673748926303234e-23
59,3481,2.623804564860087e-28,4.372632858075981e-09,6.454410340323823e-22
74,5476,9.297425101685707e-30,1.75562510111115e-10,1.4171882406217397e-17
11,121,1.5270861077889491e-28,5.006875525494181e-09,1.5769489757976435e-22
53,2809,1.052096063775122e-28,5.715874617434074e-10,8.462080617356964e-20
25,625,5.531724955891636e-29,7.1020137383175974e-09,4.917433392867844e-22
65,4225,7.151014769197545e-30,3.3891372882528707e-09,4.342996006802851e-20
48,2304,1.5609984696654797e-27,9.544724570421636e-09,1.8523968370513375e-23
7,49,2.5508531855662004e-29,4.987174868953144e-09,6.055157659524575e-22
62,3844,2.7194156907959464e-30,2.0757057443057287e-09,2.9040667066826777e-19
21,441,5.5225737560656736e-27,7.492509010755767e-09,3.717451353193001e-24
60,3600,8.038063150981639e-29,1.8875550560438503e-09,1.1498009217208285e-20
73,5329,3.329971465141227e-27,4.3213677865502865e-09,6.442611739690157e-23
21,441,8.509475512991212e-28,3.175002490406106e-09,1.3435394813259325e-22
100,10000,9.385300289113531e-27,9.742702666003616e-09,6.160486380653473e-24
38,1444,2.2312029381273626e-27,5.010896497899932e-09,3.7225087796689843e-23
69,4761,5.595164981371328e-29,7.892988766675849e-09,1.086363826997543e-21
46,2116,3.0685695509537712e-27,9.61018132393653e-09,8.908011485944004e-24
4,16,3.004030176282636e-28,4.222540111039219e-09,4.0985496900436696e-23
61,3721,3.8163266926789654e-28,3.2882549235516924e-09,8.112886567349552e-22
6,36,5.522920791955492e-30,6.706320287218014e-09,1.325671517388354e-21
13,169,3.5645661666423802e-28,1.5614015386332537e-09,8.209742536821307e-22
23,529,8.322021040480114e-30,4.624084118262845e-09,7.093648203806528e-21
39,1521,5.718908556008119e-29,9.3611791551853e-09,4.270831259310055e-22
71,5041,1.6751653119004673e-27,2.049343479620167e-09,5.538513780307382e-22
90,8100,8.270101990219813e-29,4.307676422415463e-09,3.2186041691004187e-21
77,5929,6.344706064944807e-28,1.6145599630956201e-09,2.5550119291814954e-21
17,289,1.4330930922194625e-30,8.682105025151576e-10,8.63667386955343e-19
55,3025,9.966232504555383e-28,1.027299894994473e-09,2.8698504056621974e-21
17,289,1.972293861164535e-30,4.274788176946104e-09,2.5886311396012338e-20
29,841,5.000541186092236e-28,5.235143776086129e-09,1.1613037653762167e-22
42,1764,1.6585894950914422e-28,4.214143207851847e-09,7.82553200307563e-22
8,64,1.4531183147723379e-27,3.976707977006705e-09,1.9105731994656513e-23
86,7396,1.3738848240324127e-30,4.22897452878481e-09,1.920879218323642e-19
20,400,2.6969763755731882e-28,4.733106879890078e-09,1.8166961769093325e-22
79,6241,9.852641384611865e-27,6.643575227734164e-09,9.969945250042191e-24
71,5041,1.9009722286329925e-30,7.642840594516803e-09,3.509094346715621e-20
60,3600,1.8556935334800144e-29,8.265761390707658e-09,2.5971757510385192e-21
95,9025,3.231903673760479e-29,6.769264287552066e-09,3.520499835579283e-21
88,7744,3.877043046561686e-29,8.163237937479305e-09,1.869300880469257e-21
16,256,5.605395170586851e-28,6.2892304595167245e-09,3.9604159538312403e-23
85,7225,9.013837261412659e-29,9.19247547068129e-09,6.124439168535809e-22
61,3721,4.21790217893814e-30,1.5396408058839917e-10,3.348239978684509e-17
77,5929,1.8089637109945475e-29,8.213994024391951e-10,3.4623755891550285e-19
3,9,9.579267911830778e-28,9.129345167797754e-09,2.062204603254495e-24
93,8649,8.978842220216972e-28,7.707320122196983e-09,9.569249650928594e-23
11,121,2.1934916540979942e-29,3.332335747096243e-10,2.478456305264278e-19
96,9216,1.5876543203197208e-29,5.231407211420855e-09,1.212551803625361e-20
49,2401,3.066731940189176e-30,2.4680017193073284e-09,1.4396317617404706e-19
12,144,7.133151161499402e-30,6.0948086299588576e-09,2.4854311831653633e-21
38,1444,2.913417840230902e-28,4.359123219789886e-09,3.767077910275223e-22
28,784,1.6197228917502476e-28,3.830535751823762e-09,6.465771353836255e-22
33,1089,4.494543567056131e-27,4.05830892609464e-09,2.4465844475144615e-23
70,4900,5.835257302914763e-28,8.682871238049259e-09,8.732395146852206e-23
15,225,1.917751051772126e-29,4.142696959041035e-09,2.5012365727390016e-21
46,2116,1.9991384867457584e-27,1.4483438519558024e-09,6.019960797788699e-22
18,324,2.9779520934313193e-29,9.231534360494509e-10,3.892504192637317e-20
10,100,2.0864047227227368e-27,7.470561209573552e-09,4.713212901813358e-24
16,256,1.3305621782503946e-30,1.3563787570984658e-09,3.5871118718898725e-19
80,6400,5.0193702758218725e-30,8.377969734689299e-09,1.2461928353829507e-20
19,361,3.861596361492566e-28,9.895985476615715e-09,2.757342391401605e-23
96,9216,4.094084699070727e-30,5.23862117780452e-09,4.689240347768821e-20
51,2601,8.04955537251045e-28,6.2533723654299155e-09,8.891842787911393e-23
12,144,3.5330476334741504e-30,2.609072891106975e-09,2.73830235795028e-20
98,9604,1.8217630226690003e-27,1.9694900032312967e-09,7.611122349967839e-22
100,10000,2.052948422283752e-28,3.2991766667724927e-09,2.456025599900548e-21
63,3969,2.733722660095065e-27,8.58248163738017e-09,1.7170478687596138e-23
72,5184,5.763248262508994e-27,6.3743488470488835e-09,1.6873904456241665e-23
95,9025,2.4002817357106635e-28,3.6965366709068745e-09,1.5896203681861365e-21
73,5329,6.02686326838465e-29,6.092656649409032e-10,1.7907715445897464e-19
64,4096,4.503840862919782e-28,7.435346696089315e-10,1.410641192478504e-20
34,1156,1.1359734985396984e-29,9.711068008864144e-09,1.7418020526273165e-21
45,2025,8.247327782807051e-30,6.882409825976435e-09,6.3217929850280195e-21
71,5041,6.243920156042216e-30,4.764268895137389e-09,2.7493532874351237e-20
59,3481,3.8378499120531395e-27,5.198273964540141e-09,3.122250674529188e-23
64,4096,1.1048601544338767e-29,6.456081106883349e-09,7.627053256404257e-21
10,100,3.363488233007607e-29,7.91279235787242e-09,2.605989253062938e-22
86,7396,4.117060961226643e-27,3.854146920505915e-09,7.717500983615995e-23
34,1156,7.091406684656143e-30,9.101622082978831e-09,3.1763693661877263e-21
72,5184,5.262567112694496e-27,2.893298845763497e-09,8.969543354357333e-23
64,4096,8.34465654381458e-28,4.820836071297291e-09,1.8111267777848095e-22
30,900,1.879325162538967e-28,3.1081770481761422e-09,9.068383951385014e-22
58,3364,7.245257740778952e-29,1.5972014580944334e-09,1.7221732131878283e-20
13,169,1.6790416284682823e-30,2.117034607885041e-09,9.480866802386521e-20
29,841,2.862118725026483e-28,3.993142973324174e-09,3.4874075566330626e-22
65,4225,1.6475668601289116e-29,4.3338640466942924e-09,1.152767739063485e-20
50,2500,6.289590451167773e-27,3.900805024440938e-09,2.867221353692596e-23
39,1521,1.026459611255408e-30,6.963169464869543e-09,4.300618151271547e-20
86,7396,9.298434958716656e-28,4.033217251431231e-09,3.1203796235156465e-22
26,676,1.651548197164109e-28,4.469525693685067e-09,4.324951993062459e-22
44,1936,2.7218704406972214e-30,9.246566939833294e-09,1.0376389439725309e-20
32,1024,1.5063854211879385e-29,7.991248224644726e-09,1.8256045284590034e-21
17,289,1.2863528832942064e-27,7.126794720450155e-09,1.4279808052887987e-23
54,2916,4.253786933767019e-29,6.657279364261115e-09,1.5719782574985353e-21
23,529,1.3206224501784405e-28,8.553573364645923e-09,1.306399671725354e-22
17,289,7.56969858756094e-27,9.96075685191397e-09,1.2422463477989541e-24
8,64,2.408640036429688e-27,9.836130836849209e-09,1.8840462686992156e-24
87,7569,1.5244866360668847e-28,2.535861404034459e-10,4.870422929367865e-19
47,2209,5.0284182358274295e-29,8.126751668592893e-09,7.767022422222347e-22
74,5476,2.79586741380902e-29,2.709983160250111e-09,1.9778986537478046e-20
62,3844,9.256193702647513e-28,6.498087551019328e-09,8.705830554431819e-23
84,7056,1.787524026514088e-27,7.737975515404738e-10,4.307197316168228e-21
9,81,1.1851893212188206e-29,9.717852483307526e-09,4.413023571395305e-22
89,7921,5.179821279377743e-28,3.016306224837427e-09,1.0364454333322127e-21
28,784,8.918229620090153e-30,2.054536830597244e-09,4.082005552159245e-20
9,81,2.0335652178791956e-30,8.112793608970572e-09,3.690333545784406e-21
3,9,5.57580411270245e-28,6.502549716758466e-09,6.983424721105256e-24
78,6084,7.028308316615394e-30,7.848520546547173e-09,9.887585926232955e-21
56,3136,1.337948718464078e-29,1.6679953258747743e-09,8.256214590801378e-20
69,4761,4.718294308897053e-27,8.797271953690912e-09,1.0370270869009003e-23
8,64,6.233001093616555e-28,5.714819929974189e-09,2.156799402377812e-23
29,841,4.0732042477496266e-27,5.668949878523584e-09,1.2158462154514738e-23
81,6561,6.624951682179754e-30,5.4896300212660254e-09,2.2265795914698444e-20
96,9216,2.0449267092824077e-27,1.9987092468153275e-09,6.449355462267297e-22
39,1521,3.3232864466887515e-28,3.712182868726868e-09,4.673692962971704e-22
9,81,1.743657912235503e-29,2.9319053715217413e-09,3.295364039359831e-21
30,900,5.802895214059874e-29,5.396275973941764e-09,9.74339465872418e-22
22,484,3.261778558464135e-27,3.5131776694001164e-09,2.9990938202178586e-23
3,9,5.273199532838356e-28,3.06402708250905e-10,3.325706523883939e-21
41,1681,1.63402337075843e-29,6.307933489088572e-09,3.4607757094040584e-21
27,729,6.2829749643059915e-30,4.951458629295615e-09,9.61953761801521e-21
48,2304,7.411660723457721e-30,8.197468044183833e-09,5.289179593911871e-21
36,1296,1.7510377850112775e-28,6.1744862355435786e-09,2.9595617198215964e-22
87,7569,8.565603157780108e-27,8.350418516276141e-09,7.994050540884103e-24
50,2500,2.021826619187345e-30,1.664286534386937e-09,4.899953598527853e-19
64,4096,1.8024702020100908e-30,3.795072540360966e-09,1.3529875145356166e-19
58,3364,7.081344930018498e-30,3.8800633811303064e-09,2.9857722435754176e-20
97,9409,3.689263618100994e-27,3.821387282578534e-09,9.881252773346911e-23
77,5929,9.293967556920636e-29,9.28338217321892e-09,5.275931954687497e-22
12,144,9.636304152814659e-29,8.36567101577409e-09,9.765427389426236e-23
10,100,6.346995798064766e-28,7.630253240817961e-09,1.485169278539455e-23
17,289,1.570281291588383e-27,6.440224350160785e-09,1.4324898173460482e-23
24,576,2.525112110037264e-29,2.349850323002374e-09,9.446528704270514e-21
57,3249,5.08600447641812e-27,3.724417051290111e-09,4.4340805356869e-23
8,64,4.4384597987297996e-29,3.746023233608693e-09,7.049183808089234e-22
29,841,5.983929195618235e-30,7.185110085673553e-09,5.1518922417107074e-21
76,5776,2.7055171118915735e-30,8.512302865105746e-09,2.127606186527951e-20
1,1,2.846371716022955e-28,3.835303442235615e-09,1.3107835913629642e-23
13,169,6.804238561744626e-29,5.663622051369924e-09,3.268867853485975e-22
68,4624,1.1739989613858122e-29,9.377108589844882e-09,3.615142171101399e-21
1,1,8.028494292005056e-28,7.657252224826739e-09,1.1658483530460626e-24
17,289,4.6089326298742e-30,5.394925044105634e-09,6.955042739956531e-21
65,4225,1.899937425243641e-28,9.904983275163576e-09,1.9137651325309464e-22
99,9801,1.5516899472281069e-28,4.954663219407988e-09,1.4263432145498482e-21
51,2601,9.700861258412777e-27,3.2676102235520945e-09,2.70222471773229e-23
57,3249,1.3491842297562137e-28,4.242880554415216e-09,1.2879649958663475e-21
59,3481,8.395090593912092e-30,4.5408347679225176e-09,1.8705843574599735e-20
53,2809,4.016057127363702e-30,2.0427411647239384e-09,1.7356868695442503e-19
23,529,2.3449073580153587e-28,9.249570827485179e-09,6.291889023144217e-23
